Filename,и,Segment,Личноеместоимение,вербальные,Предлог,Союз,Когнитив,Включение,AllPunc,мест.-сущ.,добавление,Truth,Sex,Avg_sent,TTR,Avg_word,Hapax,Yules
48П.docx,7.41,1,3.7,8.33,14.81,10.19,16.67,10.19,21.3,3.7,7.41,0,жен.,12.7692307692,0.5662650602,4.5963855422,0.7021276596,674.513354459
49Л.docx,3.4,1,12.2,23.9,12.2,11.71,18.54,8.78,17.56,11.17,3.5,1,муж.,15,0.5458333333,4.3666666667,0.7633587786,739.4673970048
49П.docx,3.85,1,14.23,25.38,11.92,10.77,16.92,8.46,15.77,11.92,4.31,0,муж.,15,0.5458333333,4.3666666667,0.7633587786,739.4673970048
4Л.docx,0,1,8.89,11.11,17.78,0,4.44,0,24.44,8.89,0,1,муж.,8,0.6964285714,4.125,0.8461538462,650.8875739645
4П.docx,1.75,1,9.65,18.42,15.79,9.65,23.68,8.77,24.56,7.02,1.79,0,муж.,8,0.6964285714,4.125,0.8461538462,650.8875739645
50Л.docx,5.8,1,0,8.7,20.29,5.8,15.94,11.59,26.09,0,5.8,1,муж.,8.7,0.6781609195,4.3448275862,0.8474576271,603.2749209997
50П.docx,2.2,1,0,9.89,21.98,3.3,16.48,7.69,23.08,1.1,2.2,0,муж.,8.7,0.6781609195,4.3448275862,0.8474576271,603.2749209997
51Л.docx,2.54,1,8.47,22.03,11.02,6.78,16.1,8.47,17.8,4.24,3.42,1,муж.,15.1111111111,0.7426470588,4.6764705882,0.8316831683,200.9606901284
51П.docx,2.7,1,5.41,17.57,12.16,8.11,16.22,6.08,20.95,4.73,2.04,0,муж.,15.1111111111,0.7426470588,4.6764705882,0.8316831683,200.9606901284
52Л.docx,4.15,1,15.67,20.28,15.67,8.29,17.05,11.98,16.13,8.29,4.15,1,жен.,13.2631578947,0.5793650794,3.9523809524,0.7876712329,509.4764496153
52П.docx,4.91,1,9.43,12.83,15.85,9.06,18.11,9.81,15.85,7.55,4.91,0,жен.,13.2631578947,0.5793650794,3.9523809524,0.7876712329,509.4764496153
53Л.docx,3.36,1,2.68,14.77,13.42,8.72,16.78,8.72,24.16,4.7,3.38,1,жен.,13.0714285714,0.6229508197,4.5355191257,0.8421052632,630.1939058172
53П.docx,2.6,1,8.85,18.23,11.98,6.77,12.5,9.38,23.96,6.77,2.62,0,жен.,13.0714285714,0.6229508197,4.5355191257,0.8421052632,630.1939058172
54Л.docx,6.9,1,15.23,16.38,12.93,11.21,22.13,13.22,18.1,10.06,6.92,1,жен.,11.9705882353,0.5798525799,4.2923832924,0.8347457627,602.7362826774
54П.docx,6.3,1,11.78,14.94,13.22,10.92,20.4,11.49,22.41,10.06,6.34,0,жен.,11.9705882353,0.5798525799,4.2923832924,0.8347457627,602.7362826774
55Л.docx,5.77,1,9.62,8.65,15.38,7.69,25,17.31,13.46,0.96,5.77,1,жен.,14.25,0.6666666667,4.5877192982,0.7763157895,387.811634349
55П.docx,2.89,1,9.83,18.5,10.98,10.4,17.34,8.09,19.08,7.47,2.89,0,жен.,14.25,0.6666666667,4.5877192982,0.7763157895,387.811634349
56Л.docx,2.94,1,11.76,12.75,10.78,5.88,16.18,10.78,20.59,5.39,2.96,1,жен.,10.6086956522,0.6270491803,4.487704918,0.7777777778,446.4095006194
56П.docx,3.13,1,12.54,16.3,13.48,5.96,17.87,11.91,22.57,8.75,3.14,0,жен.,10.6086956522,0.6270491803,4.487704918,0.7777777778,446.4095006194
57Л.docx,7.14,1,5.1,11.22,10.2,12.24,23.47,13.27,33.67,1.02,7.14,1,жен.,9,0.6349206349,3.7936507937,0.8,565.625
57П.docx,5.63,1,5.63,18.31,11.27,9.86,15.49,7.04,33.8,2.82,5.63,0,жен.,9,0.6349206349,3.7936507937,0.8,565.625
58Л.docx,4.11,1,9.59,11.64,13.01,9.59,18.49,10.27,19.18,5.48,4.11,1,жен.,19.3333333333,0.6781609195,4.3333333333,0.813559322,271.4737144499
58П.docx,6.67,1,17.78,8.89,16.67,7.78,18.89,14.44,18.89,6.67,6.67,0,жен.,19.3333333333,0.6781609195,4.3333333333,0.813559322,271.4737144499
59Л.docx,3.7,1,8.33,10.19,15.74,4.63,14.81,12.04,16.67,2.78,3.7,1,жен.,14,0.6984126984,4.7857142857,0.7954545455,281.5082644628
59П.docx,2.67,1,7.33,12,20,5.33,17.33,11.33,16.67,4,2.68,0,жен.,14,0.6984126984,4.7857142857,0.7954545455,281.5082644628
5Л.docx,3.85,1,12.99,12.99,11.69,10.39,18.18,10.39,20.78,10.39,3.85,1,муж.,9.3,0.752688172,3.8924731183,0.8714285714,324.4897959184
5П.docx,4.81,1,9.59,14.76,11.81,10.33,16.61,8.12,21.77,7.38,5.54,0,муж.,9.3,0.752688172,3.8924731183,0.8714285714,324.4897959184
60Л.docx,0,1,3.33,16.67,20,0,6.67,0,23.33,3.33,0,1,муж.,18.5,0.8108108108,4.9459459459,0.9,455.5555555556
60П.docx,0,1,8.11,10.81,18.92,0,2.7,5.41,32.43,5.41,0,0,муж.,18.5,0.8108108108,4.9459459459,0.9,455.5555555556
61Л.docx,6.08,1,18.24,21.62,10.14,12.16,18.92,11.49,14.86,14.86,6.76,1,жен.,14.1666666667,0.6117647059,4.1647058824,0.7788461538,477.0710059172
61П.docx,5.77,1,13.46,17.31,13.46,5.77,23.08,17.31,15.38,5.77,5.77,0,жен.,14.1666666667,0.6117647059,4.1647058824,0.7788461538,477.0710059172
62Л.docx,3.43,1,10.84,16.75,16.75,11.82,18.23,5.91,18.23,9.36,3.54,1,муж.,13.2777777778,0.6276150628,4.2384937238,0.8533333333,386.2222222222
62П.docx,3.47,1,5.94,10.4,18.32,8.42,19.31,5.94,19.31,5.94,4,0,муж.,13.2777777778,0.6276150628,4.2384937238,0.8533333333,386.2222222222
63Л.docx,9.56,1,10.22,17.52,9.49,11.68,25.55,16.06,21.9,5.84,10.22,1,жен.,10.4666666667,0.6433121019,4.3057324841,0.8613861386,543.0840113714
63П.docx,5.36,1,9.58,17.37,11.38,9.58,24.55,11.98,20.96,5.39,5.36,0,жен.,10.4666666667,0.6433121019,4.3057324841,0.8613861386,543.0840113714
64Л.docx,2.13,1,15.6,15.6,14.89,3.55,14.89,10.64,16.31,7.8,2.13,1,жен.,9.5294117647,0.6049382716,4.7222222222,0.7244897959,501.8742190754
64П.docx,2.76,1,13.26,23.76,14.36,5.52,16.02,6.63,16.02,12.15,2.76,0,жен.,9.5294117647,0.6049382716,4.7222222222,0.7244897959,501.8742190754
65Л.docx,6.52,1,7.97,18.12,21.01,7.97,19.57,15.22,13.04,5.8,6.52,1,жен.,15.5,0.6709677419,4.3677419355,0.8365384615,354.1050295858
65П.docx,5.81,1,9.03,23.23,12.9,11.61,18.71,10.32,14.19,10.32,6.54,0,жен.,15.5,0.6709677419,4.3677419355,0.8365384615,354.1050295858
66Л.docx,2.99,1,5.5,9,15.5,5.5,14,6.5,27.5,5.5,3.5,1,муж.,12.75,0.6431372549,4.8784313725,0.8475609756,374.4051160024
66П.docx,4.81,1,5.93,12.59,11.85,10,20.74,7.78,25.19,5.56,4.81,0,муж.,12.75,0.6431372549,4.8784313725,0.8475609756,374.4051160024
67Л.docx,5.26,1,7.02,12.28,12.28,8.77,15.79,17.54,15.79,0,5.26,1,жен.,10.6666666667,0.734375,4.390625,0.7872340426,357.6278859212
67П.docx,5.66,1,16.98,15.09,9.43,7.55,16.98,16.98,15.09,9.43,5.66,0,жен.,10.6666666667,0.734375,4.390625,0.7872340426,357.6278859212
68Л.docx,6.76,1,10.81,14.19,16.89,11.49,18.24,10.81,13.51,12.16,6.76,1,муж.,18.2222222222,0.6585365854,4.1280487805,0.8333333333,363.511659808
68П.docx,2.3,1,8.05,14.94,13.79,8.05,13.79,3.45,16.09,9.2,3.45,0,муж.,18.2222222222,0.6585365854,4.1280487805,0.8333333333,363.511659808
69Л.docx,5.71,1,9,12.8,9,11.37,18.48,8.06,20.38,5.69,6.19,1,жен.,11.4761904762,0.7053941909,4.5228215768,0.8823529412,277.8546712803
69П.docx,5.84,1,8.44,16.88,12.99,9.09,11.04,8.44,33.12,6.54,6.49,0,жен.,11.4761904762,0.7053941909,4.5228215768,0.8823529412,277.8546712803
6Л.docx,2.58,1,11.61,19.35,14.19,6.45,13.55,8.39,20.65,10.32,2.6,1,жен.,20.6666666667,0.6935483871,4.4677419355,0.8449612403,290.2469803497
6П.docx,3.31,1,3.31,13.25,15.23,7.28,17.22,8.61,26.49,3.97,3.31,0,жен.,20.6666666667,0.6935483871,4.4677419355,0.8449612403,290.2469803497
70Л.docx,4.55,1,15.15,13.13,12.63,8.59,18.69,9.6,22.22,6.06,4.57,1,жен.,15.8666666667,0.6218487395,4.3277310924,0.8040540541,393.5354273192
70П.docx,4.48,1,11.44,19.4,11.44,10.45,16.42,8.96,20.4,7.96,4.48,0,жен.,15.8666666667,0.6218487395,4.3277310924,0.8040540541,393.5354273192
71Л.docx,3.21,1,14.43,23.65,14.43,9.62,20.44,7.01,22.85,12.85,3.42,1,жен.,16.6944444444,0.4908485857,4.0116472546,0.7661016949,701.6374604999
71П.docx,4.93,1,14.89,22.7,11.35,10.64,19.15,9.93,18.44,10.56,4.93,0,жен.,16.6944444444,0.4908485857,4.0116472546,0.7661016949,701.6374604999
72Л.docx,4.2,1,12.61,21.85,5.88,12.61,17.65,8.4,22.69,8.4,5.93,1,жен.,14.2,0.6408450704,4.2816901408,0.8241758242,498.7320371936
72П.docx,3.97,1,17.22,20.53,12.58,8.61,16.56,11.92,19.87,6.62,4.67,0,жен.,14.2,0.6408450704,4.2816901408,0.8241758242,498.7320371936
73Л.docx,4.13,1,10.53,18.01,19.39,9.7,14.68,6.93,24.65,9.97,4.99,1,жен.,13.6060606061,0.4743875278,3.7371937639,0.7276995305,795.2566730587
73П.docx,5.47,1,10.94,14.29,10.94,8.51,17.93,9.12,24.62,8.51,5.78,0,жен.,13.6060606061,0.4743875278,3.7371937639,0.7276995305,795.2566730587
74Л.docx,3.55,1,9.52,19.64,13.69,7.74,18.45,7.14,18.45,8.38,3.59,1,жен.,10.7777777778,0.6340206186,4.5103092784,0.7886178862,421.0456738714
74П.docx,3.76,1,13.15,20.66,17.37,5.63,14.08,7.98,17.37,8.41,3.79,0,жен.,10.7777777778,0.6340206186,4.5103092784,0.7886178862,421.0456738714
75Л.docx,5.31,1,10.19,14.56,10.92,11.17,24.76,8.74,16.02,9.73,5.34,1,жен.,29.0625,0.6301075269,4.9870967742,0.843003413,312.1760300062
75П.docx,6.1,1,13.58,14.81,8.64,8.64,28.4,9.88,17.28,14.63,6.1,0,жен.,29.0625,0.6301075269,4.9870967742,0.843003413,312.1760300062
76Л.docx,3.23,1,15.05,15.05,15.05,3.23,12.9,11.83,16.13,8.6,3.23,1,жен.,10.8,0.7314814815,4.6296296296,0.8987341772,315.6545425413
76П.docx,6.73,1,14.42,12.5,15.38,7.69,15.38,15.38,9.62,4.81,6.73,0,жен.,10.8,0.7314814815,4.6296296296,0.8987341772,315.6545425413
77Л.docx,1.13,1,12.99,15.82,14.69,2.82,13.56,6.21,28.81,9.04,1.13,1,жен.,9.8695652174,0.6475770925,4.4052863436,0.8571428571,526.6324216762
77П.docx,4.4,1,15.38,18.68,12.09,5.49,15.93,11.54,20.33,6.04,4.95,0,жен.,9.8695652174,0.6475770925,4.4052863436,0.8571428571,526.6324216762
78Л.docx,3.98,1,7.95,17.05,9.66,7.95,18.18,11.93,18.18,5.68,4,1,жен.,17.3333333333,0.6923076923,4.8557692308,0.8611111111,327.9320987654
78П.docx,3.61,1,7.22,10.31,13.4,7.22,17.53,9.28,19.59,2.06,3.61,0,жен.,17.3333333333,0.6923076923,4.8557692308,0.8611111111,327.9320987654
79Л.docx,6.02,1,19.28,30.12,8.43,10.84,15.66,13.25,14.46,13.25,6.02,1,жен.,11.875,0.6842105263,4.2947368421,0.8307692308,426.0355029586
79П.docx,3.9,1,15.58,22.08,16.88,6.49,14.29,7.79,18.18,6.49,3.95,0,жен.,11.875,0.6842105263,4.2947368421,0.8307692308,426.0355029586
7Л.docx,4.3,1,11.83,12.9,16.13,5.38,29.03,19.35,16.13,1.09,4.3,1,муж.,9.6363636364,0.6981132075,4.6226415094,0.8783783784,416.3623082542
7П.docx,6.49,1,6.49,22.08,15.58,7.79,12.99,14.29,18.18,6.49,6.58,0,муж.,9.6363636364,0.6981132075,4.6226415094,0.8783783784,416.3623082542
80Л.docx,4.55,1,18.18,15.15,6.06,7.58,10.61,4.55,21.21,7.58,6.06,1,жен.,11.4285714286,0.7375,4.825,0.8474576271,364.8376903189
80П.docx,5.93,1,11.86,20.34,12.71,8.47,30.51,13.56,16.95,5.08,5.93,0,жен.,11.4285714286,0.7375,4.825,0.8474576271,364.8376903189
81Л.docx,4.57,1,11.93,14.72,14.21,10.15,21.83,9.39,19.04,8.35,4.58,1,жен.,18.36,0.5620915033,4.2679738562,0.7790697674,522.6548885283
81П.docx,2.24,1,11.22,16.35,15.71,6.41,11.86,7.05,27.88,9.27,2.57,0,жен.,18.36,0.5620915033,4.2679738562,0.7790697674,522.6548885283
82Л.docx,3.9,1,4.64,12.14,13.21,12.86,20,7.5,20.71,5.67,4.63,1,жен.,19.5294117647,0.5722891566,4.2379518072,0.8,608.3102493075
82П.docx,3.29,1,9.5,10.74,10.33,10.74,17.36,6.2,26.86,7.82,4.96,0,жен.,19.5294117647,0.5722891566,4.2379518072,0.8,608.3102493075
83Л.docx,2.15,1,4.35,11.96,17.39,13.04,20.65,4.35,19.57,4.3,3.26,1,муж.,12,0.7407407407,4.3055555556,0.85,281.25
83П.docx,3.94,1,7.09,17.32,16.54,12.6,29.13,4.72,18.11,8.66,4.76,0,муж.,12,0.7407407407,4.3055555556,0.85,281.25
84Л.docx,4.4,1,9.89,19.78,15.38,8.79,12.09,6.59,9.89,6.59,4.44,1,жен.,16.6666666667,0.77,5.04,0.8571428571,183.8421318941
84П.docx,3.17,1,14.29,19.84,11.9,7.94,14.29,8.73,15.87,11.9,3.17,0,жен.,16.6666666667,0.77,5.04,0.8571428571,183.8421318941
85Л.docx,4.55,1,6.82,9.09,11.36,4.55,22.73,9.09,25,0,4.55,1,жен.,12.75,0.862745098,5.0196078431,0.9318181818,180.7851239669
85П.docx,5.52,1,14.48,25.52,8.97,11.03,29.66,12.41,22.07,11.72,5.52,0,жен.,12.75,0.862745098,5.0196078431,0.9318181818,180.7851239669
86Л.docx,2.96,1,8.89,10.37,10.37,7.41,14.81,6.67,24.44,6.67,3.7,1,жен.,18.2222222222,0.6768292683,4.4817073171,0.8378378378,468.3061439818
86П.docx,5.03,1,6.92,11.95,10.69,10.06,16.98,6.92,23.9,4.4,6.29,0,жен.,18.2222222222,0.6768292683,4.4817073171,0.8378378378,468.3061439818
87Л.docx,2.75,1,10.09,8.26,12.84,5.5,15.6,7.34,18.35,4.59,2.75,1,жен.,17.8571428571,0.744,5.048,0.8387096774,198.8669210313
87П.docx,3.14,1,9.42,7.85,10.47,8.38,15.71,6.81,23.04,4.71,3.14,0,жен.,17.8571428571,0.744,5.048,0.8387096774,198.8669210313
88Л.docx,6.9,1,8.62,15.52,12.07,12.07,20.69,12.07,17.24,10.34,6.9,1,жен.,17,0.7058823529,4.8970588235,0.7916666667,416.6666666667
88П.docx,1.79,1,14.29,19.64,10.71,5.36,14.29,5.36,16.07,5.36,3.57,0,жен.,17,0.7058823529,4.8970588235,0.7916666667,416.6666666667
89Л.docx,1.33,1,16,29.33,14.67,8,24,10.67,14.67,14.67,1.33,1,жен.,21.5,0.7441860465,4.3953488372,0.8125,244.140625
89П.docx,1.79,1,10.12,10.71,17.86,6.55,19.05,10.71,22.62,3.57,1.8,0,жен.,21.5,0.7441860465,4.3953488372,0.8125,244.140625
8Л.docx,1.67,1,14.23,22.18,11.72,4.6,12.13,4.6,34.73,12.18,1.67,1,муж.,12.1923076923,0.5772870662,3.9148264984,0.8142076503,595.419391442
8П.docx,2.33,1,13.04,23.08,10.7,9.03,16.72,5.69,24.08,13.29,3.01,0,муж.,12.1923076923,0.5772870662,3.9148264984,0.8142076503,595.419391442
90Л.docx,7.69,1,0,3.85,19.23,7.69,11.54,7.69,23.08,0,7.69,1,муж.,10,0.7666666667,4.2333333333,0.7826086957,472.5897920605
90П.docx,2.22,1,0,6.67,15.56,11.11,11.11,2.22,24.44,0,2.27,0,муж.,10,0.7666666667,4.2333333333,0.7826086957,472.5897920605
91Л.docx,1.67,1,3.33,11.67,16.67,5,18.33,5,23.33,3.33,1.67,1,жен.,7.2,0.7361111111,4.4444444444,0.8490566038,487.7180491278
91П.docx,3.36,1,4.7,6.04,18.12,6.71,8.72,4.03,27.52,4.7,3.38,0,жен.,7.2,0.7361111111,4.4444444444,0.8490566038,487.7180491278
92Л.docx,2.34,1,14.08,17.37,14.08,9.39,19.25,6.57,21.6,11.74,2.38,1,жен.,11.0869565217,0.6274509804,4.2078431373,0.85625,491.796875
92П.docx,2.66,1,12.23,16.49,12.23,7.45,15.96,5.85,18.09,9.04,2.69,0,жен.,11.0869565217,0.6274509804,4.2078431373,0.85625,491.796875
93Л.docx,6.98,1,7.75,23.26,7.75,13.95,28.68,15.5,23.26,10.08,6.98,1,жен.,14.2727272727,0.6114649682,3.949044586,0.7916666667,665.1475694444
93П.docx,4.72,1,7.62,22.86,7.62,12.38,23.81,10.48,30.48,12.5,4.72,0,жен.,14.2727272727,0.6114649682,3.949044586,0.7916666667,665.1475694444
94Л.docx,1.87,1,14.95,22.43,12.15,5.61,14.02,8.41,18.69,10.28,1.89,1,муж.,12.6,0.7063492063,4.1428571429,0.8202247191,296.6797121576
94П.docx,4.86,1,5.95,10.81,14.05,7.57,16.22,9.19,22.16,5.95,4.86,0,муж.,12.6,0.7063492063,4.1428571429,0.8202247191,296.6797121576
95Л.docx,1.96,1,7.84,11.76,11.76,9.15,17.65,9.15,30.72,5.23,1.96,1,жен.,12.0625,0.6632124352,4.4248704663,0.8046875,331.4208984375
95П.docx,4.86,1,3.78,11.89,12.43,10.27,23.24,7.03,25.41,3.24,5.41,0,жен.,12.0625,0.6632124352,4.4248704663,0.8046875,331.4208984375
96Л.docx,4.64,1,16.67,18.67,13.33,9.33,22.67,12.67,17.33,12.67,4.64,1,жен.,10.1764705882,0.6531791908,4.3352601156,0.7876106195,394.7059284204
96П.docx,3.87,1,13.55,18.71,15.48,7.1,18.71,14.19,15.48,8.97,3.87,0,жен.,10.1764705882,0.6531791908,4.3352601156,0.7876106195,394.7059284204
97Л.docx,5,1,7.14,14.29,14.29,7.86,22.14,14.29,20.71,3.57,5,1,жен.,17,0.7470588235,4.5294117647,0.8976377953,207.7004154008
97П.docx,2.56,1,2.55,12.1,12.74,6.37,15.29,6.37,20.38,1.91,2.56,0,жен.,17,0.7470588235,4.5294117647,0.8976377953,207.7004154008
98Л.docx,1.74,1,5.22,11.3,15.65,6.09,17.39,4.35,20.87,4.31,1.75,1,жен.,10.6153846154,0.731884058,4.6884057971,0.8514851485,295.0691108715
98П.docx,2.84,1,5.67,14.89,14.18,5.67,12.77,9.93,19.86,4.26,2.84,0,жен.,10.6153846154,0.731884058,4.6884057971,0.8514851485,295.0691108715
99Л.docx,1.57,1,11.02,16.54,12.6,6.3,16.54,4.72,21.26,10.24,1.57,1,муж.,25.3333333333,0.7105263158,4.5197368421,0.8518518519,378.9437585734
99П.docx,1.35,1,14.86,10.81,8.11,8.11,17.57,4.05,25.68,13.51,1.35,0,муж.,25.3333333333,0.7105263158,4.5197368421,0.8518518519,378.9437585734
9Л.docx,4.05,1,10.81,10.81,14.86,6.76,12.16,8.11,14.86,5.41,5.41,1,муж.,17,0.8235294118,4.4470588235,0.8714285714,132.6530612245
9П.docx,5.99,1,7.19,8.98,13.77,7.78,15.57,11.38,17.96,1.8,6.02,0,муж.,17,0.8235294118,4.4470588235,0.8714285714,132.6530612245
